,timestamp_UTC,timestamp_UK,ov_MW,cons_MW,site_MW,settlement_price,export_costs,import_costs,energy_mwh,soc,charge,discharge,action,wholesale,import,export,wholesale_bess,import_bess,export_bess,wholesale_added,import_added,export_added
0,2025-01-01 00:00:00+00:00,2025-01-01 00:00:00,0.0,1,-1.0,2.703,-1,71,2.0,50.0,0.0,0.035786554,0.035786554,-1.3515,-35.5,-0.0,-1.303134472269,-34.229577333,-0.0,0.048365527731,1.2704226669999983,0.0
1,2025-01-01 00:30:00+00:00,2025-01-01 00:30:00,0.0,1,-1.0,2.703,-1,71,1.9811388,49.52847,0.0,1.0,1.0,-1.3515,-35.5,-0.0,0.0,0.0,-0.0,1.3515,35.5,0.0
2,2025-01-01 01:00:00+00:00,2025-01-01 01:00:00,0.0,1,-1.0,4.3945,-1,71,1.4540926,36.352315000000004,0.0,1.0,1.0,-2.19725,-35.5,-0.0,0.0,0.0,-0.0,2.19725,35.5,0.0
3,2025-01-01 01:30:00+00:00,2025-01-01 01:30:00,0.0,1,-1.0,4.3945,-1,71,0.92704628,23.176157,0.0,1.0,1.0,-2.19725,-35.5,-0.0,0.0,0.0,-0.0,2.19725,35.5,0.0
4,2025-01-01 02:00:00+00:00,2025-01-01 02:00:00,0.0,1,-1.0,0.1105,-1,71,0.4,10.0,0.0,0.0,0.0,-0.05525,-35.5,-0.0,-0.05525,-35.5,-0.0,0.0,0.0,0.0
5,2025-01-01 02:30:00+00:00,2025-01-01 02:30:00,0.0,1,-1.0,0.1105,-1,71,0.4,10.0,0.0,0.0,0.0,-0.05525,-35.5,-0.0,-0.05525,-35.5,-0.0,0.0,0.0,0.0
6,2025-01-01 03:00:00+00:00,2025-01-01 03:00:00,0.0,1,-1.0,-4.2330000000000005,-1,71,0.4,10.0,0.0,0.0,0.0,2.1165000000000003,-35.5,-0.0,2.1165000000000003,-35.5,-0.0,0.0,0.0,0.0
7,2025-01-01 03:30:00+00:00,2025-01-01 03:30:00,0.0,1,-1.0,-4.2330000000000005,-1,71,0.4,10.0,0.0,0.0,0.0,2.1165000000000003,-35.5,-0.0,2.1165000000000003,-35.5,-0.0,0.0,0.0,0.0
8,2025-01-01 04:00:00+00:00,2025-01-01 04:00:00,0.0,1,-1.0,-4.845,-1,71,0.4,10.0,0.74619234,0.0,-0.74619234,2.4225,-35.5,-0.0,4.230150943649999,-61.989828069999994,-0.0,1.8076509436499992,-26.489828069999994,0.0
9,2025-01-01 04:30:00+00:00,2025-01-01 04:30:00,0.0,1,-1.0,-4.845,-1,71,0.75395011,18.84875275,2.0,0.0,-2.0,2.4225,-35.5,-0.0,7.2675,-106.5,-0.0,4.845000000000001,-71.0,0.0
10,2025-01-01 05:00:00+00:00,2025-01-01 05:00:00,0.0,1,-1.0,-5.0915,-1,71,1.7026334,42.565835,2.0,0.0,-2.0,2.54575,-35.5,-0.0,7.63725,-106.5,-0.0,5.0915,-71.0,0.0
11,2025-01-01 05:30:00+00:00,2025-01-01 05:30:00,0.0,1,-1.0,-5.0915,-1,71,2.6513167,66.28291750000001,2.0,0.0,-2.0,2.54575,-35.5,-0.0,7.63725,-106.5,-0.0,5.0915,-71.0,0.0
12,2025-01-01 06:00:00+00:00,2025-01-01 06:00:00,0.0,1,-1.0,-3.3915,-10,80,3.6,90.0,0.0,0.0,0.0,1.69575,-40.0,-0.0,1.69575,-40.0,-0.0,0.0,0.0,0.0
13,2025-01-01 06:30:00+00:00,2025-01-01 06:30:00,0.0,1,-1.0,-3.3915,-10,80,3.6,90.0,0.0,0.0,0.0,1.69575,-40.0,-0.0,1.69575,-40.0,-0.0,0.0,0.0,0.0
14,2025-01-01 07:00:00+00:00,2025-01-01 07:00:00,0.0,1,-1.0,-0.1615,-10,80,3.6,90.0,0.0,0.0,0.0,0.08075,-40.0,-0.0,0.08075,-40.0,-0.0,0.0,0.0,0.0
15,2025-01-01 07:30:00+00:00,2025-01-01 07:30:00,0.0,1,-1.0,-0.1615,-10,80,3.6,90.0,0.0,0.0,0.0,0.08075,-40.0,-0.0,0.08075,-40.0,-0.0,0.0,0.0,0.0
16,2025-01-01 08:00:00+00:00,2025-01-01 08:00:00,0.0,1,-1.0,5.729,-10,80,3.6,90.0,0.0,0.0,0.0,-2.8645,-40.0,-0.0,-2.8645,-40.0,-0.0,0.0,0.0,0.0
17,2025-01-01 08:30:00+00:00,2025-01-01 08:30:00,1e-06,1,-0.999999,5.729,-10,80,3.6,90.0,0.0,0.0,0.0,-2.8644971355,-39.99996,-0.0,-2.8644971355,-39.99996,-0.0,0.0,0.0,0.0
18,2025-01-01 09:00:00+00:00,2025-01-01 09:00:00,0.000575,1,-0.999425,5.609999999999999,-10,80,3.6,90.0,0.0,0.0,0.0,-2.8033871249999995,-39.977000000000004,-0.0,-2.8033871249999995,-39.977000000000004,-0.0,0.0,0.0,0.0
